Lat,Lon,Area
29.184212,48.086568,"Mubarak Al Kabeer, Mubarak Al-Kabeer, Block 6"
29.18427,48.095176,"Mubarak Al Kabeer, Mubarak Al-Kabeer, Block 7"
29.191219,48.094433,"Mubarak Al Kabeer, Mubarak Al-Kabeer, Block 8"
29.262122,48.082301,"Mubarak Al Kabeer, Sabah Al-Salem, Block 1"
29.2529,48.050298,"Mubarak Al Kabeer, Sabah Al-Salem, Block 10"
29.246591,48.074751,"Mubarak Al Kabeer, Sabah Al-Salem, Block 11"
29.244565,48.065811,"Mubarak Al Kabeer, Sabah Al-Salem, Block 12"
29.243751,48.053567,"Mubarak Al Kabeer, Sabah Al-Salem, Block 13"
29.250992,48.086375,"Mubarak Al Kabeer, Sabah Al-Salem, Block 2"
29.253855,48.081861,"Mubarak Al Kabeer, Sabah Al-Salem, Block 3"
29.260953,48.071554,"Mubarak Al Kabeer, Sabah Al-Salem, Block 4"
29.25994,48.060056,"Mubarak Al Kabeer, Sabah Al-Salem, Block 5"
29.260848,48.049773,"Mubarak Al Kabeer, Sabah Al-Salem, Block 6"
29.253298,48.074888,"Mubarak Al Kabeer, Sabah Al-Salem, Block 7"
29.253731,48.06725,"Mubarak Al Kabeer, Sabah Al-Salem, Block 8"
29.249839,48.059906,"Mubarak Al Kabeer, Sabah Al-Salem, Block 9"
29.232237,48.000562,"Mubarak Al Kabeer, Subhan Industrial, Block 1"
29.236544,48.000512,"Mubarak Al Kabeer, Subhan Industrial, Block 10"
29.241917,48.000418,"Mubarak Al Kabeer, Subhan Industrial, Block 11"
29.221313,48.006583,"Mubarak Al Kabeer, Subhan Industrial, Block 13"
29.231909,48.007626,"Mubarak Al Kabeer, Subhan Industrial, Block 2"
29.23164,48.014293,"Mubarak Al Kabeer, Subhan Industrial, Block 3"
29.228973,47.997823,"Mubarak Al Kabeer, Subhan Industrial, Block 4"
29.22881,48.007483,"Mubarak Al Kabeer, Subhan Industrial, Block 5"
29.228552,48.014153,"Mubarak Al Kabeer, Subhan Industrial, Block 6"
29.22597,48.001469,"Mubarak Al Kabeer, Subhan Industrial, Block 7"
29.225711,48.00732,"Mubarak Al Kabeer, Subhan Industrial, Block 8"
29.225465,48.013982,"Mubarak Al Kabeer, Subhan Industrial, Block 9"
29.198174,48.050723,"Mubarak Al Kabeer, West Abu Ftirah Hirafyia, Block 1"
29.219108,48.028875,"Mubarak Al Kabeer, Wista, Block 1"
